T1,T2,T3
0.8674834,0.8304173,0.81931126
0.92563224,0.9149823,0.9097276
0.95051,0.9236455,0.92976916
0.93656844,0.9384036,0.9353323
0.8481965,0.8451184,0.74384004
0.9004431,0.8988669,0.90287405
0.8570512,0.84257483,0.8137588
0.91279936,0.8642132,0.8765123
0.9520371,0.9425689,0.8829243
0.9369811,0.9229844,0.9193016
0.9217142,0.9085545,0.9014691
0.8559701,0.82936376,0.83726555
0.9135555,0.9158881,0.9124724
0.8888576,0.876299,0.8533603
0.8859698,0.85864425,0.8644382
0.86578155,0.8586193,0.8301985
0.8763116,0.887259,0.8603836
0.8859271,0.87921727,0.8584991
0.8785803,0.86439407,0.8751896
0.8504707,0.81289554,0.8419372
0.88676745,0.8933651,0.9064482
0.8312693,0.77453303,0.79651463
0.91656435,0.89251864,0.9063225
0.9347508,0.9409576,0.92873096
0.8805894,0.8319958,0.8453419
0.9389727,0.9048115,0.90668184
0.94979894,0.9304154,0.9227327
0.9590134,0.9585934,0.8511815
0.8733364,0.8632636,0.89930713
0.92332053,0.8723594,0.8604866
0.92118824,0.94896877,0.8666611
0.949452,0.9442673,0.93566936
0.8975318,0.8108873,0.76523584
0.8325443,0.81474495,0.826648
0.9333658,0.93306017,0.9064877
0.84542775,0.8270366,0.80433416
0.7883556,0.7058079,0.7280092
0.9041484,0.82665247,0.8035402
0.9453775,0.9414193,0.93854916
0.77228564,0.7651453,0.7390072
0.974234,0.95970607,0.9609616
0.75256747,0.77398455,0.7599758
0.79978955,0.78465086,0.77185
0.91806185,0.8945254,0.90538406
0.8676294,0.8827063,0.8658108
0.78610486,0.7681314,0.7713363
0.85107803,0.8511607,0.82794535
0.91316205,0.9408172,0.9147315
0.8318285,0.84143174,0.823297
0.94658726,0.9524885,0.92171365
0.9531166,0.9445341,0.92613345
0.90443474,0.9094372,0.8977429
0.9149623,0.90163314,0.8850838
0.8477552,0.80875874,0.77515125
0.8670658,0.89100134,0.87766933
0.9159591,0.9018425,0.9118136
0.7390842,0.71926194,0.7323298
0.78934133,0.787449,0.79696065
0.8571769,0.8318602,0.8488898
0.96545386,0.9479265,0.9275194
0.8925072,0.87737584,0.86802536
0.94577706,0.90553033,0.9083352
0.8877988,0.8733958,0.8503084
0.91876554,0.88619936,0.8849587
0.72615266,0.69682163,0.6893701
0.7898128,0.79818875,0.78361714
0.832483,0.8137184,0.8174862
0.90241814,0.8926837,0.8870705
0.9452466,0.9382765,0.91608083
0.74469995,0.7462166,0.7339552
0.8832749,0.83740336,0.8184273
0.8828831,0.8485515,0.8616098
0.8827761,0.904173,0.87206227
0.57349485,0.5672477,0.5627859
0.9097878,0.89724946,0.8788928
0.8045344,0.73349816,0.70863986
0.8793041,0.88220197,0.87337005
0.8504087,0.8298502,0.77601767
0.9541231,0.9285476,0.8832646
0.83334625,0.8090079,0.8094076
0.8303179,0.84123397,0.83594
0.91234773,0.89225566,0.9236229
0.83191067,0.81961715,0.80786186
0.91325974,0.9236354,0.91685414
0.91136944,0.90858734,0.8904479
0.8970383,0.85316116,0.8324187
0.8198812,0.71371555,0.73152757
0.89338636,0.8370584,0.8788295
0.95339173,0.9460886,0.94174796
0.92152286,0.8946891,0.8966497
0.9374422,0.8719897,0.87242436
0.75059175,0.7205015,0.7373476
0.8883509,0.8728949,0.8771536
0.92772985,0.8953112,0.921077
0.8345971,0.82411265,0.8688879
0.84845376,0.8428241,0.83194554
0.9362307,0.9368603,0.95169824
0.85843134,0.85336345,0.8519234
0.9534217,0.929501,0.88169366
0.9316293,0.8851473,0.8590075
0.8914337,0.87754893,0.8426285
0.8762484,0.94604844,0.8106868
0.8634548,0.81594276,0.7901359
0.62033796,0.6155503,0.57152367
0.87483615,0.8722841,0.8745054
0.9178556,0.9078946,0.89690936
0.81062067,0.79049885,0.74252224
0.961959,0.89457035,0.9084221
0.96368146,0.96094847,0.89597267
0.83309317,0.7601106,0.75117755
0.92877597,0.90616083,0.9176279
0.95437783,0.95605695,0.9589857
0.89946395,0.8736571,0.88912445
0.77785355,0.75437427,0.7149067
0.83505344,0.8127918,0.7500247
0.8729327,0.86236674,0.86613953
0.8104225,0.745512,0.7275487
0.81263226,0.8047903,0.8019704
0.8205136,0.7453978,0.75705767
0.931246,0.91082364,0.8829588
0.89804906,0.8659642,0.87012076
0.7679132,0.7775087,0.74480224
0.83032686,0.7678467,0.80362844
0.8908334,0.8912399,0.8821602
0.88670766,0.8804529,0.85447574
0.8138754,0.77959013,0.78021955
0.9148054,0.9180636,0.90267766
0.78673494,0.8101327,0.7943591
0.886761,0.9044317,0.9085401
0.94395256,0.9457765,0.9354719
0.83127654,0.83773077,0.83954847
0.93996274,0.8667016,0.8986881
0.9022857,0.7610245,0.7457256
0.9299941,0.91101116,0.9019817
0.8541981,0.82021487,0.79918414
0.8015338,0.7898332,0.81066704
0.7685394,0.7566095,0.7843193
0.8833332,0.8954523,0.89140654
0.91882706,0.88512564,0.6854794
0.801535,0.76882446,0.75700486
0.91776526,0.875692,0.8542931
0.856109,0.8614056,0.81374556
0.8474895,0.8101535,0.77260625
0.8972862,0.8946352,0.8634993
0.82503855,0.8580531,0.8380443
0.91943014,0.92007774,0.9171029
0.916639,0.9040584,0.90018666
